full_name,county,state,state_abr,population_19,unemp_19%,nohealth_ins%,poverty_rate%,SNAP_recieved%,no_homecomp%,no_homeinternet%,home_havebroad%,broadProviders_num,broad_avail,broad_cost,population_bbn,Lowestpricepermonth_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Somerset County, New Jersey",Somerset,New Jersey,NJ,328934,3,5.3,4.7,2.8,6,9,90.7,5,91.1,58.35,288967,39.99,6.057788606,11.0588787,6.142421107,127.5958826,99.8575166,0.314693373
"Sussex County, New Jersey",Sussex,New Jersey,NJ,140488,3.4,4.8,5.1,3.4,6.7,11.3,88.1,5,88.6,53.37,150415,19.95,5.021999136,10.02199914,5.512428947,56.92367197,99.93888243,0.58864475
"Union County, New Jersey",Union,New Jersey,NJ,556341,3.7,11.8,9.8,8.4,11.3,18,81.7,3,92.7,54.45,558222,39.99,4.713115929,9.713115929,4.926719119,113.7269458,99.86944262,0.484330607
"Warren County, New Jersey",Warren,New Jersey,NJ,105267,3.3,6.2,7.8,6.6,9.7,15.2,84.1,3,100,66.3,112607,39.99,5.980152211,11.24522454,6.125747067,63.05543607,99.52863499,0.341239887
"Bernalillo County, New Mexico",Bernalillo,New Mexico,NM,679121,4.4,9.2,17.4,15.3,11.6,21.7,77.7,3,100,62.62,659616,49.95,4.955222432,16.96787676,6.732078967,58.79085653,99.0937591,0.704625115
"Catron County, New Mexico",Catron,New Mexico,NM,3527,6.2,7.7,22.9,5.5,31.5,48.5,51.5,1,98.5,75.48,3252,,1,5.14298893,2.513837638,7.466817343,13.52675277,1
"Chaves County, New Mexico",Chaves,New Mexico,NM,64615,4.9,11.7,20.6,21.8,18.3,29.6,69.7,1,99,31.99,65690,50,6.763145075,16.60316639,6.322438727,55.95348805,88.54588217,0.131511646
"Cibola County, New Mexico",Cibola,New Mexico,NM,26675,6.3,11.1,26.5,29.8,23.5,43.4,55.3,5,99.2,54.97,27416,150,2.080573388,9.791909834,4.677706449,26.9072516,78.95115991,0.77130143
"Colfax County, New Mexico",Colfax,New Mexico,NM,11941,4.7,8.1,23.8,20,22.2,33.2,65.6,5,66.9,52.48,13078,50,2.989447928,10.47163175,3.829102309,19.11748127,26.68909619,0.383086099
"Curry County, New Mexico",Curry,New Mexico,NM,48954,4.1,12.3,20.6,17.1,12.7,22,77.7,3,98.4,52.97,48615,40,4.947979019,12.88452124,4.95542528,83.45924015,98.31259899,0.065987864
"De Baca County, New Mexico",De Baca,New Mexico,NM,1748,4.3,7.9,16.8,15.9,22.1,37,63,3,87.2,57.28,1932,50,3,9,3,38.72,86,0
"Doña Ana County, New Mexico",Doña Ana,New Mexico,NM,218195,5.7,11.3,27.7,23.9,15.2,29.1,70.5,5,85.5,49.95,199019,65,4.075113431,12.36245283,5.355579116,82.54127073,89.43958115,0.284957718
"Eddy County, New Mexico",Eddy,New Mexico,NM,58460,3.1,10.2,15.3,14.3,13.3,21.5,78.1,3,86.5,49.95,53638,64,6.458872441,17.31343451,6.542190238,47.41664361,89.62151833,0.039151348
"Grant County, New Mexico",Grant,New Mexico,NM,26998,4.8,4.1,21.8,18.8,18.8,32.3,67.1,5,95.6,58.35,22672,79.99,3.671444954,11.60356387,5.671003881,33.81294019,90.30919195,0.180266408
"Guadalupe County, New Mexico",Guadalupe,New Mexico,NM,4300,5.3,2.3,14.5,16.2,49.3,60.5,39,3,97.5,57.55,4032,50,2,7.765376984,3,44.21697173,81.32465278,0
"Harding County, New Mexico",Harding,New Mexico,NM,625,5.1,2.4,18.3,3.8,39.8,50.7,49.3,5,96.5,89.97,519,50,2,8.391136802,3,20.17882466,88.73988439,0
"Hidalgo County, New Mexico",Hidalgo,New Mexico,NM,4198,4.3,4.9,28.1,24.7,25.2,35.8,63.7,4,93.5,71.47,4777,64.95,2.184634708,9.135859326,2.23341009,6.519317563,0.623613146,1
"Lea County, New Mexico",Lea,New Mexico,NM,71070,3.9,14.1,16.6,15.3,15.1,24,75.8,5,56.1,60.5,64419,64,5.386780298,16.14180599,7.992176221,38.88743042,93.30658657,0.20067061
"Lincoln County, New Mexico",Lincoln,New Mexico,NM,19572,4.6,10.2,16.2,13.2,18.4,30.3,69,3,76.5,76.62,18983,50,4.837591529,11.42827793,5.925143549,47.419705,88.63051151,0.36906706
"Los Alamos County, New Mexico",Los Alamos,New Mexico,NM,19369,3.2,3.8,5.3,1.5,8.9,13,86.1,0,0,,17950,64.99,6,16,6,124.1,100,0
"Luna County, New Mexico",Luna,New Mexico,NM,23709,12.2,9.8,30.2,28.8,27.9,42.7,57,2,39.1,94.95,25095,64.95,5.701454473,13.55218171,4.850727237,13.68911456,62.29790795,0.074636382
"McKinley County, New Mexico",McKinley,New Mexico,NM,71367,7,20.9,36,26.4,40.8,55.8,43,3,55.6,60,69599,79.99,2.338941651,8.664204945,4.539921551,16.15301858,50.60020977,0.488383454
"Mora County, New Mexico",Mora,New Mexico,NM,4521,6,6.2,19.3,31.2,40.1,48.7,51.2,5,94.2,69.98,4754,69.95,1.863483382,8.368742112,2.88472865,5.605166176,63.63756836,0.43079512
"Otero County, New Mexico",Otero,New Mexico,NM,67490,4.9,10.3,21.2,16.4,15.3,24,75.4,2,99.2,89.95,70197,64,4.990184766,12.24395629,5.29152243,48.0801993,81.33613972,0.49034859
"Quay County, New Mexico",Quay,New Mexico,NM,8253,5.2,7.2,22.1,17.9,29.9,42.6,57.2,4,82.7,89.95,9040,50,2.808960177,9.685287611,3,37.61237279,58.2199115,0.192809735
"Rio Arriba County, New Mexico",Rio Arriba,New Mexico,NM,38921,5.3,10.6,,13.7,37.5,47.5,52.1,2,88.9,74.31,38432,64.99,3.088754163,12.62898106,5.745316403,13.13931411,71.90161844,1
"Roosevelt County, New Mexico",Roosevelt,New Mexico,NM,18500,4.5,13.6,25.6,19.9,14.1,24.7,75.2,2,75.2,49.95,19425,50,5.868674389,13.8185843,4.924942085,55.30202677,83.27778636,0.03984556
"Sandoval County, New Mexico",Sandoval,New Mexico,NM,146748,4.8,9.8,14.3,10.9,11.4,17.3,81.6,4,63.8,69.99,131212,55,4.611178856,16.9577249,8.000563973,56.1568371,91.08455019,0.243521934
"San Juan County, New Mexico",San Juan,New Mexico,NM,123958,5.7,14.5,21.3,17.8,21.5,36,63,4,81.2,66.48,116845,50,3.25087937,10.54562027,6.391347512,52.45106834,82.08542942,0.460096709
"San Miguel County, New Mexico",San Miguel,New Mexico,NM,27277,5.8,7.3,27.7,26.2,31.2,47,52.9,6,71.7,72.5,26526,50,2.882379552,11.50753977,3.892482847,16.00639486,61.27866998,0.242969162
"Santa Fe County, New Mexico",Santa Fe,New Mexico,NM,150358,3.9,12.3,12.8,9.9,13.7,20.7,78.7,5,71.3,57.55,141071,50,6.691630456,19.44597401,8.486620213,61.83271275,93.45506164,0.325970611
"Sierra County, New Mexico",Sierra,New Mexico,NM,10791,6.8,6.4,24.9,23.4,23.7,37.9,61.2,6,62.6,82.46,10057,64,4.193994233,10.21885254,4.684995526,19.29821219,86.81734116,0.290146167
"Socorro County, New Mexico",Socorro,New Mexico,NM,16637,5.8,12,29.1,15.8,33.9,46.2,52.5,4,70.6,69.98,13965,50,1.893376298,8.118510562,3.764482635,24.98835088,5.20622986,0.268098818
"Taos County, New Mexico",Taos,New Mexico,NM,32723,6,10.8,19.4,17.4,22.2,37.4,61.3,3,64.9,49.95,31128,79.99,3.237792341,10.43652017,4.665895657,27.67541506,79.47086225,0.623939861
"Torrance County, New Mexico",Torrance,New Mexico,NM,15461,6.8,7.8,25.8,20.1,18.2,37.2,62,2,21.9,60,13231,50,4.377371325,15.2203915,4.944826544,14.46855491,42.04489457,0.450684
"Union County, New Mexico",Union,New Mexico,NM,4059,3.5,15.2,14.1,14,32.7,41.8,57.2,5,64.6,55,3863,50,3,8.076106653,3.076106653,31.40645094,70.57520062,0.076106653
"Valencia County, New Mexico",Valencia,New Mexico,NM,76688,5.3,8.6,19.5,19.9,18.9,32.2,67,7,44.8,87.96,75656,50,4.916741567,15.37950724,5.453975891,57.48479394,88.06177963,0.119805435
"Albany County, New York",Albany,New York,NY,305506,3.6,4,12,11.6,11.1,17.3,82.4,6,90.5,55,287789,39.99,5.356459072,11.61051326,6.746665091,74.71714628,99.56586596,0.667273593
"Allegany County, New York",Allegany,New York,NY,46091,5.5,6.9,17,15.9,16.6,25.9,72.6,5,82.9,69.98,46409,69.99,3.335452175,9.145273546,3.870628542,39.34364455,80.0320412,0.733521515
"Bronx County, New York",Bronx,New York,NY,1418207,5.4,9.7,29.1,36.2,15.7,27.2,72.5,6,83.2,74.3,1382480,39.99,4.339305451,9.468335166,4.410440657,86.7497809,99.96711345,0.950834732
"Broome County, New York",Broome,New York,NY,190488,4.7,4.2,17,15.7,13,19.5,80,1,6.7,69.98,201287,44.99,4.832115338,10.83211534,4.929404283,55.16439268,99.49834813,0.343420092
"Cattaraugus County, New York",Cattaraugus,New York,NY,76117,5.1,7,16.5,17.5,19,29.8,69.3,6,86.2,60,66475,39.99,3.89675818,9.054441519,3.685250094,36.86634765,81.848349,0.717562994
"Cayuga County, New York",Cayuga,New York,NY,76576,4.3,5.4,11.7,13.4,14.4,22,77.3,6,92.2,70.16,73251,39.99,4.540402179,12.16954035,3.872192871,57.20155206,82.37379694,0.460676305
"Chautauqua County, New York",Chautauqua,New York,NY,126903,4.7,5.5,18.7,19.2,16.1,25.4,73.7,3,98.7,73.99,129105,48.79,5.618240967,11.90262964,6.420479455,34.88691174,95.24977344,0.567778165
"Chemung County, New York",Chemung,New York,NY,83456,4.2,4.6,14.8,15.1,12.4,21.6,77.8,1,81.1,55.1,84123,50,4.263768529,10.7457889,4.902285938,82.12315015,98.70546699,0.191850029
"Chenango County, New York",Chenango,New York,NY,47207,4.4,4.7,14.3,16.7,14.9,22.5,76.8,2,60.7,69.98,50099,44.99,3.73913651,9.825305894,4.727100341,24.60503862,82.69386615,0.720573265
"Clinton County, New York",Clinton,New York,NY,80485,4.4,4.4,15.3,16.7,12.3,20.9,78.8,3,36.1,59.97,81131,49.95,4.776078195,12.02903945,3.904746644,41.22464274,93.15038641,0.459836561
"Columbia County, New York",Columbia,New York,NY,59461,3.2,4.7,11.9,11,12.5,22.4,76.6,3,13.5,89.95,55264,48.79,6.280218587,12.62411335,8.446891285,47.76709648,98.58491966,0.676697307
"Cortland County, New York",Cortland,New York,NY,47581,4.9,4.3,15.5,14,15,27.7,71.6,1,25.8,61.48,48631,56,4.496000494,11.07999013,3.782669491,36.61402151,87.25280171,0.380806481
"Delaware County, New York",Delaware,New York,NY,44135,4.7,6,16.2,14.3,16.7,25.2,74,3,73.3,53.3,38132,48.79,4.611664744,10.83596454,4.987385923,32.60752124,95.14240008,0.673659918
"Dutchess County, New York",Dutchess,New York,NY,294218,3.6,5,9.1,9,8.9,14,85.5,4,23.3,86.62,294444,39.99,5.819931804,10.94362595,5.445324068,108.7616561,100,0.452544457
"Erie County, New York",Erie,New York,NY,918702,4.3,3.7,14.5,16,13.8,21,78.6,1,0.6,82.47,919663,39.99,4.512544269,10.56196672,4.259247137,70.8821461,99.80989341,1
"Essex County, New York",Essex,New York,NY,36885,4.7,3.9,9.5,11.3,13.7,22.2,76.8,3,18.8,73.31,31869,49.95,3.77875051,10.03916031,4.250588346,51.13684239,92.77551853,0.669992783
"Franklin County, New York",Franklin,New York,NY,50022,4.9,6.5,18.2,16.7,18.1,26.5,72.8,2,26.5,89.95,47586,48.79,4.981843399,10.14273106,5.299100576,51.78964317,94.23071912,0.381120498
"Fulton County, New York",Fulton,New York,NY,53383,5,6.3,15.5,14.4,15,24.5,74.7,2,18.8,99.95,50217,54.9,2.470278989,7.509210028,3.179640361,57.9510821,96.90592827,0.275564052
"Genesee County, New York",Genesee,New York,NY,57280,3.9,4.1,11.4,11.7,14.4,21,78.6,5,92.2,69.97,60511,50,4.042603824,10.1950885,3.521905108,53.86130704,94.44423328,0.387450216
"Greene County, New York",Greene,New York,NY,47188,4.5,5.5,13.3,7.7,17.1,27.5,71.6,5,17.3,56.77,42582,48.79,5.382485557,11.71466817,7.126955051,70.46082946,98.53285426,0.498027335
"Hamilton County, New York",Hamilton,New York,NY,4416,6,6.8,6.9,8.2,17.1,26.2,72.8,1,2.5,61.48,3588,49.95,1.343645485,5.343645485,2.343645485,20.9981466,25.3648272,1
"Herkimer County, New York",Herkimer,New York,NY,61319,4.9,5.9,14.6,17.3,15.5,23.1,76,1,3.9,72.53,68881,69.99,3.845298413,8.776077583,3.277710835,37.01305338,86.47573351,0.682191025
"Jefferson County, New York",Jefferson,New York,NY,109834,5.6,6,14.2,16.1,9.8,17.2,82.3,1,2.6,57.55,105707,59.95,3.687721721,9.547844514,3.279016527,73.00670949,94.84448523,0.443565705
"Kings County, New York",Kings,New York,NY,2559903,4.1,8.2,21.1,23,14.2,22.1,77.6,8,64.6,86.95,2504700,39.99,5.166221104,11.67144369,5.689072544,94.46385559,99.97958718,1
"Lewis County, New York",Lewis,New York,NY,26296,5.5,6.6,14.1,15.2,15.7,23.4,75.3,2,24.6,89.95,19571,49.95,3.386183639,9.96709417,4.528026161,32.32209238,81.60313729,0.436564304
"Livingston County, New York",Livingston,New York,NY,62914,4.2,3.3,13.6,12.8,11,18.3,80.8,3,43.6,81.97,63291,50,2.180357397,7.724336794,3.180357397,42.23795263,87.69938854,0.644688818
"Madison County, New York",Madison,New York,NY,70941,4.5,4.8,9.9,12.2,13.3,18.9,80.7,4,65.9,69.96,77959,39.99,4.566785105,9.903885376,4.131928321,47.87562231,92.47836683,0.540630331
"Monroe County, New York",Monroe,New York,NY,741770,4.2,3.8,14.7,15.1,11.7,17.8,81.7,3,50,69.99,743219,48.79,2.985778082,10.02233931,3.891539371,70.14184332,99.95608697,0.942720786
"Montgomery County, New York",Montgomery,New York,NY,49221,5.1,6.6,19.9,20.3,17.7,25.4,73.6,5,87,69.97,48592,69.99,4.535335035,9.535335035,3.595509549,54.82893151,92.96637307,0.404490451
"Nassau County, New York",Nassau,New York,NY,1356924,3.4,4.8,5.7,4.5,7.4,10.8,88.9,5,70.3,73.3,1348248,39.99,4.205543045,9.28212317,4.805137482,121.704777,100,0.960093395
"New York County, New York",New York,New York,NY,1628706,3.5,5.8,16.6,13.4,9.9,16.5,83.3,2,97,89.95,1577385,39.99,6.9824488,13.93100163,8.065068452,205.3621728,99.91385996,0.727721514
"Niagara County, New York",Niagara,New York,NY,209281,5,3.6,13.4,12.4,15.9,22.8,76.1,3,73.1,71.24,213973,39.99,4.209348843,10.17011492,3.658335397,46.77072112,99.20009067,0.647203152
"Oneida County, New York",Oneida,New York,NY,228671,4.3,4.2,16.1,17.1,14,21.2,78.2,3,63.5,77.97,222003,66.95,3.413426846,8.482430418,3.213807922,57.72661626,95.81335387,0.48293942
"Onondaga County, New York",Onondaga,New York,NY,460528,3.9,4.1,14.6,14,12.5,20.7,79,3,96.7,65.19,460556,39.99,4.339229106,10.56162551,4.336871086,81.12176161,99.59340666,0.934592102
"Ontario County, New York",Ontario,New York,NY,109777,3.9,4,9.6,9.6,10.5,16.6,82.8,5,85.7,75.18,103403,50,4.42929122,11.27180062,4.072173921,52.73687379,95.08708645,0.300813323
"Orange County, New York",Orange,New York,NY,384940,3.8,5.2,11.8,9.8,11.1,23,76.8,1,44.4,89.95,359124,19.95,4.796101068,9.796101068,4.640274668,99.79913231,99.96008064,0.424134839
"Orleans County, New York",Orleans,New York,NY,40352,4.7,5.5,14.3,15.8,14.7,21.3,77.9,2,2.8,94.95,42119,69.99,2.935872172,8.370830267,3,49.91336546,96.70015907,0.172202569
"Oswego County, New York",Oswego,New York,NY,117124,5.4,5,17.9,17.4,10.7,17.7,81.8,3,46.2,69.95,117466,39.99,4.610108457,10.04097356,4.138440059,65.01207652,95.33574822,0.471029915
"Otsego County, New York",Otsego,New York,NY,59493,4.2,5.7,15.4,11.7,13.3,21.7,77,4,89.6,67.75,61495,59.99,4.379461745,10.85951703,4.014472721,42.89145833,81.0326368,0.49945524
"Putnam County, New York",Putnam,New York,NY,98320,3.7,4.6,5.3,3.7,5.7,8.9,91,6,58.9,65,100321,39.99,5.518824573,10.51882457,5.502706313,121.3766445,99.46989165,0.120872001
"Queens County, New York",Queens,New York,NY,2253858,3.5,10.5,13,13.3,11.2,17.8,81.9,3,58.8,69.98,2235260,39.99,4.488102055,9.868724444,5.011241198,111.9543181,99.50284799,0.955892379
"Rensselaer County, New York",Rensselaer,New York,NY,158714,3.8,4.3,12,11,9.9,15.9,83.7,3,49.4,60,156012,39.99,4.914993718,11.68535754,6.872279055,62.53169993,99.88643181,0.430210497
"Richmond County, New York",Richmond,New York,NY,476143,3.9,4.9,12.8,12,11.7,18.5,81.1,5,75.1,73.31,468730,39.99,3.731572547,9.145531543,4.257331513,95.4499785,100,0.270253664
"Rockland County, New York",Rockland,New York,NY,325789,3.6,6.1,14.3,11.5,12.5,19.1,80.6,2,63,49.95,311687,39.99,4.278503755,9.278503755,4.52288995,110.2669175,100,0.339465554
"St. Lawrence County, New York",St. Lawrence,New York,NY,107740,5.5,5.9,17.7,16.4,14.4,21,78.3,4,81.6,66.48,104079,49.95,5.470536804,11.04968341,5.159619135,41.68575227,94.61521537,0.522670279
"Saratoga County, New York",Saratoga,New York,NY,229863,3.4,3.5,6.2,7.4,7.3,11.9,87.8,3,56.7,59.97,211949,39.99,4.765674761,10.76650043,5.639455718,76.4814637,99.86021637,0.415991583
"Schenectady County, New York",Schenectady,New York,NY,155299,3.8,4.8,11.4,13.2,10.8,17.2,82.6,3,39.6,79.97,168043,39.99,5.93437394,12.25769595,6.180638289,92.13558881,99.88633862,0.111923734
"Schoharie County, New York",Schoharie,New York,NY,30999,4.7,4.2,13.2,13.5,15.5,26.3,72.4,3,83.3,59.98,30625,48.79,4.319085714,10.17792653,4.738220408,52.87654269,96.37371429,0.413910204
"Schuyler County, New York",Schuyler,New York,NY,17807,4.7,5.6,13.9,13.4,13.8,23.3,75.8,6,73.2,67.75,17777,50,5.954998031,12.69544918,5.691230241,27.04927997,88.32660179,0.514147494
"Seneca County, New York",Seneca,New York,NY,34016,3.8,9.6,12.4,11.6,14,22.2,77.1,3,79.4,69.99,38571,50,4.521687278,12.28443649,3.869539291,33.98646418,83.3918488,0.273599336
"Steuben County, New York",Steuben,New York,NY,95379,4.6,5.8,14,13.5,15.8,24.8,74.2,2,54.7,74.99,94087,50,4.717112885,10.53639716,4.635209965,48.53771934,85.31860937,0.519072773
"Suffolk County, New York",Suffolk,New York,NY,1476601,3.7,5.4,7.1,6.6,8.2,12.7,87,5,84.6,57.55,1483795,39.99,4.052350224,9.921024805,4.38456121,116.0919445,99.99022911,1
"Sullivan County, New York",Sullivan,New York,NY,75432,4,6.1,14.7,14.1,15.8,21.3,78.2,3,92.5,79.98,68165,48.79,2.859502677,7.69409521,3.307093083,83.20058608,99.06908237,0.564439228
"Tioga County, New York",Tioga,New York,NY,48203,4.1,4.4,10.5,13.9,12.9,19,80,3,83.2,96.63,47370,50,5.149546126,11.77855183,5.642199704,34.03252438,96.7815495,0.406776441
"Tompkins County, New York",Tompkins,New York,NY,102180,3.6,3.7,19.6,9,7.3,15.3,84.1,3,80.1,69.99,95222,39.99,8.727825503,16.4822205,7.331278486,63.60500315,96.6591544,0.217932831
"Ulster County, New York",Ulster,New York,NY,177573,3.8,5.9,13.9,11.3,10.3,15.3,84.2,4,96.8,65.33,183437,39.99,3.550815811,8.889051827,4.009807182,100.6009113,99.8742293,0.4400966
"Warren County, New York",Warren,New York,NY,63944,4.6,5,10.5,12,11.8,17.6,81.7,4,75.4,67.99,64640,49.95,3.831451114,9.492419554,4.539170792,68.20436773,94.27235458,0.28698948
"Washington County, New York",Washington,New York,NY,61204,4.1,6.4,12,15.3,13.8,22.5,76.5,4,87,69.98,62580,54.9,3.433668904,9.662128476,4.634995206,60.36700208,98.40033557,0.496069032
"Wayne County, New York",Wayne,New York,NY,89918,4,5,11.3,11.4,14.2,22.7,76.4,5,75,60,96681,66.95,3.599062898,10.29900394,3.073147775,54.42180615,93.22086036,0.654420207
"Westchester County, New York",Westchester,New York,NY,967506,3.8,6.8,9.2,8.5,8.9,14.7,85,3,64,74.98,947658,39.99,5.094898159,10.09489816,5.425894152,126.2624711,100,0.808418227
"Wyoming County, New York",Wyoming,New York,NY,39859,4.4,4.2,10.9,11.1,14.4,23,75.8,1,44,82.47,36993,50,3.067391128,8.153488498,3.167896629,60.25106317,84.46771011,0.262563188
"Yates County, New York",Yates,New York,NY,24913,3.7,18.8,11.4,9.9,20.1,27.6,71.8,5,16.5,60,22489,50,4.297834497,10.90484237,3.892125039,57.4181213,73.63973498,0.178798524
"Alamance County, North Carolina",Alamance,North Carolina,NC,169509,3.8,11.9,16.8,15.4,13.1,23.7,75.9,3,76,67.48,157810,35,6.471472023,14.6303783,8.281129206,77.20734003,98.71797098,0.163551106
"Alexander County, North Carolina",Alexander,North Carolina,NC,37497,3.3,10.8,14.9,12.3,21.4,29.9,69.7,4,68.8,59.99,36658,39.99,4.008074636,10.85743903,5.857439031,86.29614163,89.11577282,0
"Alleghany County, North Carolina",Alleghany,North Carolina,NC,11137,4.8,11.2,24.6,19.5,22.3,29.3,70.6,2,34,89.95,10382,55,3.419379696,7.519456752,3.781641302,35.53170969,96.01531497,0.20304373
"Anson County, North Carolina",Anson,North Carolina,NC,24446,4.2,12.2,19.8,21.9,21.4,30.2,69,3,47.5,78,26315,69.99,3.893558807,10.74288429,5.578871366,34.55155995,88.49439483,0.297814934
"Ashe County, North Carolina",Ashe,North Carolina,NC,27203,3.7,11.9,18,14.6,21.7,29.9,69.4,1,53.7,89.96,25613,55,4.411002225,9.490766408,4.615078281,34.4171003,93.82676766,0.697653535
"Avery County, North Carolina",Avery,North Carolina,NC,17557,3.7,15,14.4,14.1,20.9,32.4,67.2,4,70.5,74.18,12985,55,4.814863304,11.32183288,4.746630728,145.4319161,96.05729688,0.074701579
"Beaufort County, North Carolina",Beaufort,North Carolina,NC,46994,4.6,10.4,19.2,17,21,34,65.4,5,78.9,72.5,49608,40,6.15162877,11.05978874,6.695915981,38.65759232,88.93892114,0.446298984
"Bertie County, North Carolina",Bertie,North Carolina,NC,18947,4.8,10.4,23,26.3,28.4,43.6,55.5,3,86.8,49.95,15841,44.99,2.855754056,7.610756897,5.610756897,20.39170886,83.39252572,0.144245944
"Bladen County, North Carolina",Bladen,North Carolina,NC,32722,4.8,14,26,26.7,22.3,34.2,65.2,1,54.2,94.12,31240,69.99,3.917669654,9.28159411,4.766837388,37.19579994,74.53165813,0.363028169
"Brunswick County, North Carolina",Brunswick,North Carolina,NC,142820,5.2,11,12.9,11.9,9.1,18.1,81.2,3,82.3,61.63,110098,35,5.782321205,11.06179949,6.278960562,99.4997148,98.07890243,0.265145598
"Buncombe County, North Carolina",Buncombe,North Carolina,NC,261191,3,10.2,12.3,9.5,12.5,18.8,80.9,4,98.3,58.78,233707,35,5.514229356,11.59910914,7.932141528,76.60452391,99.51728018,0.363420865
"Burke County, North Carolina",Burke,North Carolina,NC,90485,3.7,12.3,18.1,15.3,21.2,30.9,68.3,5,96.3,58.78,81398,35,7.978218138,15.80027765,10.96047814,62.15417246,98.32645765,0.02600801
"Cabarrus County, North Carolina",Cabarrus,North Carolina,NC,216453,3.6,7.8,10.9,9.2,7.5,11.8,87.7,4,80.5,62.66,182792,35,5.418771062,11.72203926,7.078471706,91.70653803,99.78263819,0.071359797
"Caldwell County, North Carolina",Caldwell,North Carolina,NC,82178,4.1,12.6,16.6,15.4,18.1,24.4,74.7,2,82.1,53.99,80605,35,6.907251411,13.90031636,9.301569382,101.3528865,98.56774394,0.006935054
"Camden County, North Carolina",Camden,North Carolina,NC,10867,3.9,8.1,11.2,10.3,11,15.6,83.6,5,92.7,59.68,8254,65,3.582141992,8.582141992,5.164283984,56.40600921,98,0
"Carteret County, North Carolina",Carteret,North Carolina,NC,69473,4.2,11.4,11.6,10.8,9.8,17.3,82.4,7,98,100.64,65566,65,2.995012659,7.990025318,4.995012659,68.46309535,100,0.104901931
"Caswell County, North Carolina",Caswell,North Carolina,NC,22604,4.5,9,19.6,16.5,24.2,36,63.1,6,97,54.77,17284,69.99,3.609581115,9.364556816,5.138567461,47.3939256,72.52892849,0.50306642
"Catawba County, North Carolina",Catawba,North Carolina,NC,159551,3.6,10.8,13.2,13.2,13.8,20.8,78.8,5,99.3,101.57,163496,35,4.470457993,11.53226379,7.402921172,73.31885746,99.6883043,0.212286539
"Chatham County, North Carolina",Chatham,North Carolina,NC,74470,3.4,11.9,11.9,9.2,12.5,22.4,76.8,6,98.8,58.78,48028,35,5.97703423,12.20169484,7.458919797,76.85914092,80.75807862,0.243607895
"Cherokee County, North Carolina",Cherokee,North Carolina,NC,28612,4.5,14,16.5,13.1,18.1,29.4,69.9,4,85.1,66.51,26958,42.95,5.426626604,11.99588248,5.741301283,13.08265005,77.20684027,0.314674679
"Chowan County, North Carolina",Chowan,North Carolina,NC,13943,4.7,11.9,19.6,22.3,19.4,32.7,67.1,2,97.5,67.49,14744,65,2.852007596,8.852007596,5.852007596,44.45885648,95.18814433,0
"Clay County, North Carolina",Clay,North Carolina,NC,11231,4.5,14.6,15.8,13.6,13.1,23.4,76,5,100,58.99,10936,42.95,3.466349671,8.466349671,4.466349671,39.56670721,72.26810534,0.219732992
"Cleveland County, North Carolina",Cleveland,North Carolina,NC,97947,4,12.3,20.2,18.3,24,36.5,63.1,2,97.7,59.99,95956,35,4.631091334,12.21526533,6.83788403,114.4799594,96.67478844,0.179540623
"Columbus County, North Carolina",Columbus,North Carolina,NC,55508,4.9,13.7,23.8,23.7,25.6,37.7,61.5,2,98.3,119.98,54562,35,4.672372714,9.759301345,5.548403651,85.33279224,83.83943037,0.329954914
"Craven County, North Carolina",Craven,North Carolina,NC,102139,4.1,11.4,15.3,13.9,10.4,19,80.6,2,98.5,67.49,113004,40,3.627482213,8.627482213,5.601359244,87.20890561,91.20711656,0.217576369
"Cumberland County, North Carolina",Cumberland,North Carolina,NC,335509,5.1,10.2,18.2,16.9,10.5,18,81.7,2,94.4,67.49,306397,65,3.331533925,9.33021211,5.181326841,86.12285616,99.43731172,0.179300058
"Currituck County, North Carolina",Currituck,North Carolina,NC,27763,3.6,13.7,10,8.3,9.1,18.7,80.4,3,99.3,59.99,20479,65,2.782557742,7.782557742,4.693295571,45.79346941,97.81937595,0.389374481
